game_episode,end_x,end_y
153385_64,77.85481,8.864934
153385_65,52.188976,27.294666
153385_66,96.19704,10.780232
153385_67,71.21519,12.405952
153385_68,90.63587,25.607605
153385_69,74.51466,59.069744
153385_70,64.9774,28.66072
153385_72,76.18872,25.938442
153385_74,61.744812,7.9215956
153385_75,50.324738,6.4842787
153385_76,82.65286,21.825037
153385_77,97.46135,58.564995
153385_79,45.85019,3.6547763
153385_80,67.74118,6.8253336
153385_81,56.596355,18.906715
153385_82,38.21118,62.33727
153385_83,90.35269,16.325777
153385_84,87.0352,10.273695
153385_89,83.75457,31.377575
153385_90,100.00227,33.775574
153386_1,79.600334,2.9803238
153386_2,85.07207,7.990859
153386_3,54.630512,6.768369
153386_4,67.78642,5.742358
153386_5,84.582535,53.097546
153386_6,86.903076,19.885569
153386_7,73.13153,62.05262
153386_8,85.524826,52.302437
153386_10,57.302086,19.951374
153386_12,55.344513,40.08187
153386_13,55.52929,57.52134
153386_14,39.191147,56.897278
153386_15,96.918175,54.672485
153386_16,80.43891,5.7241526
153386_17,24.301846,63.738453
153386_18,91.96297,3.1137614
153386_20,53.09032,1.8303734
153386_21,80.264175,8.479231
153386_22,61.16789,62.621784
153386_23,91.44234,35.589012
153386_24,82.133224,45.847294
153386_25,71.45817,2.8894472
153386_26,83.82868,0.9468706
153386_28,58.873352,20.131845
153386_29,68.990906,62.19226
153386_31,72.38163,14.428835
153386_33,50.62851,64.41032
153386_34,66.186745,4.304217
153386_35,47.959465,62.67921
153386_36,93.6248,4.3169074
153386_37,26.219997,49.46561
153386_38,90.527214,60.004356
153386_39,51.271027,10.940104
153386_40,47.72285,35.827732
153386_41,51.43212,10.248176
153386_42,69.469666,15.034157
153386_43,86.04201,62.94729
153386_44,71.55798,60.204456
153386_45,88.45134,48.589252
153386_46,79.78727,38.09269
153386_47,82.86013,59.976234
153386_48,55.881523,6.7147307
153386_49,41.141167,65.064224
153386_50,26.49921,5.267952
153386_51,71.14964,6.9607453
153386_52,64.5602,64.7671
153386_53,39.95289,41.57967
153386_54,98.412,33.413063
153386_55,94.44129,30.512562
153386_56,70.67606,45.906082
153386_57,88.68433,13.807669
153386_58,61.592857,28.554623
153386_59,69.52884,25.68089
153386_60,92.61654,27.672812
153386_61,84.882126,14.466182
153386_62,76.8685,56.32055
153386_63,73.200424,66.6817
153386_64,69.18221,61.811634
153386_66,86.11009,6.080434
153386_67,54.3731,61.111168
153386_69,74.56825,34.721878
153386_70,37.628075,28.031433
153386_72,72.56687,7.3200507
153386_73,27.698385,19.12466
153386_74,63.466736,10.367754
153386_76,92.75938,47.868126
153386_77,87.00534,9.883169
153386_78,64.87826,5.7807627
153386_79,93.91594,23.865412
153386_80,35.811584,15.838991
153386_81,87.87852,49.77842
153386_82,84.94826,12.405355
153387_1,83.605225,14.538977
153387_2,81.3405,1.7417805
153387_3,73.79407,14.924973
153387_4,86.53134,22.421795
153387_5,75.446205,24.136616
153387_6,40.416775,49.82026
153387_7,14.4891815,3.8205914
153387_8,91.39763,39.06028
153387_10,84.8629,12.197252
153387_11,64.50144,60.471386
153387_12,31.314661,50.25927
153387_13,55.96181,11.1084385
153387_14,67.41888,4.440535
153387_15,21.953892,4.5106378
153387_16,94.36481,3.7678757
153387_17,90.27081,4.9629927
153387_18,82.35097,10.628692
153387_19,93.97095,28.83227
153387_20,51.83153,5.292085
153387_21,75.59186,34.46206
153387_22,70.94702,61.781544
153387_25,66.0091,62.98002
153387_26,44.0214,13.360794
153387_27,92.08432,46.944744
153387_29,78.98567,2.1789012
153387_30,79.80418,21.433176
153387_31,73.433044,5.009898
153387_32,87.527885,62.49189
153387_33,32.46333,3.8594863
153387_34,83.353165,19.66437
153387_35,37.975033,63.39209
153387_36,81.06611,58.77825
153387_37,60.691174,27.566174
153387_38,82.76072,8.612322
153387_39,39.64342,7.732067
153387_40,40.532784,11.988126
153387_41,70.04517,28.685572
153387_42,91.904686,7.067511
153387_43,87.9702,52.90641
153387_44,91.10162,13.889849
153387_45,88.99734,15.841802
153387_46,43.38923,38.17059
153387_47,94.27897,50.79276
153387_48,56.675823,63.17378
153387_49,52.909332,12.30742
153387_50,91.18028,39.08482
153387_51,80.509705,10.337833
153387_52,56.39254,56.389904
153387_54,87.41257,36.42128
153387_55,59.785034,32.787834
153387_56,53.682117,23.956978
153387_57,89.58827,10.125473
153387_58,80.00842,18.302341
153387_59,88.79544,42.08541
153387_60,44.469597,5.2182393
153387_61,79.49987,4.8660355
153387_62,95.08815,5.1200647
153387_63,81.15159,50.235123
153387_64,77.13487,62.265106
153387_66,42.705982,50.151623
153387_67,91.40483,58.92454
153387_68,69.57472,4.2641187
153387_69,89.3163,8.251239
153387_70,59.219612,21.390453
153387_71,65.969475,18.686764
153387_72,87.175514,41.79827
153387_73,35.15126,23.702759
153387_74,37.29381,60.106037
153387_75,48.53868,60.524403
153387_76,60.01011,36.358727
153387_77,92.67015,40.8801
153387_78,94.24871,24.829897
153387_79,65.29574,13.613287
153387_80,90.88058,7.5951476
153387_81,81.85243,53.44718
153387_82,89.8882,59.99354
153387_83,85.30364,34.29453
153387_84,97.79099,55.372242
153387_85,90.51475,19.078064
153387_86,33.24045,3.9438882
153387_87,68.101685,32.606476
153387_88,43.645718,3.8940578
153388_1,72.14732,5.7261
153388_2,87.78895,11.479552
153388_4,99.42821,38.836586
153388_5,62.885662,21.883188
153388_6,75.14552,59.21883
153388_7,42.50286,3.1935437
153388_8,67.39302,6.796083
153388_9,78.7612,62.44754
153388_10,59.56864,5.5355105
153388_11,47.01513,5.6678495
153388_12,89.80546,38.06501
153388_13,98.83109,29.16627
153388_14,78.65101,5.4209337
153388_15,65.42019,57.372017
153388_16,72.68083,63.70519
153388_17,56.16913,6.4848466
153388_18,67.99663,10.989568
153388_19,45.450706,34.610897
153388_20,21.307795,3.4590294
153388_21,51.44272,65.55596
153388_22,74.022995,6.4532814
153388_23,51.947704,28.141016
153388_24,82.91036,3.1457784
153388_25,77.63126,55.81967
153388_26,68.94737,37.488327
153388_27,60.97002,15.782518
153388_28,91.037796,44.332867
153388_29,80.97551,18.075195
153388_32,93.09578,7.891408
153388_33,71.9984,4.960757
153388_34,79.54796,46.99415
153388_35,86.68462,20.072945
153388_36,44.111187,57.854393
153388_37,91.98102,58.518036
153388_38,89.56081,4.643846
153388_39,35.07674,3.9199982
153388_40,83.0183,56.5086
153388_41,65.0417,46.871834
153388_42,74.2982,6.432564
153388_43,84.294205,53.760277
153388_44,69.917336,22.058504
153388_45,30.720572,63.730877
153388_46,89.11051,53.30485
153388_47,88.10959,31.357914
153388_48,59.329247,54.953102
153388_49,54.77189,62.26554
153388_50,65.53169,38.022472
153388_51,88.7903,19.832424
153388_52,62.32903,12.982579
153388_54,85.616974,1.6808665
153388_55,24.4624,60.27594
153388_56,72.99912,10.753471
153388_57,18.568226,11.057901
153388_59,94.82295,33.50351
153388_60,84.672134,37.14064
153388_61,84.07248,42.40683
153388_62,76.568954,15.921358
153388_63,51.476616,34.945366
153388_64,83.82037,54.364174
153388_65,68.55162,66.68596
153388_66,37.158916,9.6594
153388_67,89.93529,60.84674
153388_68,57.985535,50.06504
153388_69,57.148487,56.62306
153388_70,52.414978,59.976074
153388_71,75.152466,12.249197
153388_72,70.76062,1.5500416
153388_73,75.09098,16.502005
153388_74,90.30409,8.645994
153388_75,76.945244,12.277002
153388_78,87.37978,27.4435
153388_79,72.19674,15.899724
153388_80,55.39959,57.934864
153388_81,90.823395,20.821608
153388_82,40.929363,44.152496
153389_1,70.43186,65.97114
153389_2,36.4757,11.204067
153389_3,44.304565,21.661228
153389_4,57.024017,63.52351
153389_5,70.39218,59.99115
153389_6,62.010674,59.712086
153389_8,61.375244,38.717747
153389_9,61.736042,51.744354
153389_10,64.5639,4.355298
153389_11,76.90498,4.685505
153389_12,33.959644,61.99865
153389_13,74.22682,20.394909
153389_14,95.42714,33.605347
153389_15,68.787125,24.835583
153389_16,89.09844,59.24256
153389_17,40.11429,61.19918
153389_18,94.93918,36.904976
153389_19,75.25813,37.019215
153389_21,35.45299,63.93868
153389_22,38.924007,3.5129535
153389_23,89.95334,23.05481
153389_24,86.51839,37.610844
153389_25,80.64604,58.962105
153389_26,73.1985,5.692872
153389_27,61.031086,40.45546
153389_28,84.524666,24.575827
153389_29,52.656048,61.355255
153389_30,77.39195,61.99129
153389_31,91.75935,57.11886
153389_32,85.28612,36.792717
153389_33,69.45348,53.69737
153389_34,8.697702,60.61267
153389_35,54.230164,41.2746
153389_36,71.498344,5.614579
153389_37,62.050323,62.799828
153389_38,11.3427515,14.224821
153389_39,69.85679,67.26289
153389_40,30.2338,61.608147
153389_41,70.95424,62.17104
153389_42,87.67272,48.71631
153389_43,58.41294,51.143192
153389_45,59.770973,62.233288
153389_47,65.67703,60.36795
153389_48,53.345367,60.331383
153389_50,68.93249,64.27357
153389_51,8.767501,57.213783
153389_52,53.644337,3.868016
153389_53,66.419876,59.92846
153389_54,82.98233,58.505104
153389_55,63.90142,48.848915
153389_57,82.46272,5.5074415
153389_58,98.39484,38.284992
153389_60,78.10963,61.780987
153389_61,37.672752,5.1331
153389_62,27.623493,56.85912
153389_63,24.821571,57.78943
153389_64,81.163055,8.403628
153389_65,83.72015,6.6996217
153389_66,87.6289,41.038914
153389_67,16.92632,14.708035
153389_68,91.85767,33.31151
153389_69,87.25195,41.24673
153389_70,90.69087,56.934418
153389_71,72.22093,7.776155
153389_72,81.388565,4.603034
153389_73,90.911026,48.38447
153389_75,90.916,24.215412
153389_76,33.098846,6.790938
153389_78,87.39543,58.100777
153389_80,89.57288,42.919064
153389_81,90.00806,54.086945
153389_82,65.98918,15.898781
153390_1,44.90316,8.858692
153390_2,39.99984,10.232954
153390_3,90.02621,12.132268
153390_4,47.1729,11.753174
153390_5,81.58392,61.2622
153390_6,94.12745,17.096256
153390_7,85.74977,33.78039
153390_8,44.51939,53.392406
153390_9,86.63549,32.328514
153390_10,93.63751,6.5314965
153390_11,33.40092,52.032562
153390_12,80.83525,12.637925
153390_13,34.57493,34.42062
153390_14,56.164257,2.0673013
153390_15,35.096603,47.956142
153390_16,90.13892,62.196655
153390_17,53.820454,61.829853
153390_18,66.54424,26.496246
153390_19,61.97392,44.111973
153390_20,84.68566,48.54792
153390_21,88.103165,6.8102236
153390_22,38.672245,7.027456
153390_24,47.238876,44.866596
153390_26,69.38457,5.061453
153390_27,93.59823,28.956482
153390_28,48.35386,5.7777243
153390_29,26.165339,61.08125
153390_30,86.48656,41.836758
153390_31,92.13454,32.90741
153390_32,75.27516,45.2434
153390_33,74.95498,54.063244
153390_34,93.496765,25.941143
153390_35,30.873356,63.11214
153390_36,73.70248,5.1465445
153390_37,85.8065,5.1503835
153390_38,68.017235,7.289678
153390_39,50.288506,62.163868
153390_40,63.862343,57.87972
153390_41,35.63442,2.0344014
153390_42,83.419556,27.461863
153390_43,31.20996,59.716377
153390_44,33.098244,51.966423
153390_45,80.76616,29.78425
153390_46,71.2001,63.978127
153390_47,92.38163,49.69676
153390_48,63.19236,29.78334
153390_49,47.808502,52.84142
153390_50,61.64795,60.210075
153390_51,22.752228,9.232129
153390_52,38.00022,47.422005
153390_53,88.05132,5.553689
153390_56,45.35412,8.489026
153390_59,23.830048,23.02594
153390_60,58.271812,45.72818
153390_61,36.868225,64.5143
153390_62,64.70376,7.6109734
153390_63,38.858257,48.66587
153390_64,8.0391,25.031729
153390_65,57.8167,58.268135
153390_66,79.27266,26.797739
153390_67,46.430763,58.6758
153390_68,90.87425,42.09662
153390_69,90.39612,56.91758
153390_71,32.11636,5.7804017
153390_72,77.39551,63.981884
153390_73,36.936657,46.426384
153390_74,56.690166,33.233856
153390_75,46.81021,2.3698077
153390_76,55.657207,13.017679
153390_77,31.32817,52.366405
153390_78,88.86536,27.048529
153390_80,76.09688,60.746143
153390_81,70.41395,1.9863888
153390_82,87.97221,15.543239
153390_83,81.85706,57.500996
153390_84,87.35797,6.273162
153390_86,77.00722,8.16609
153391_1,22.403263,62.26358
153391_2,79.70898,61.036976
153391_3,81.56578,6.473845
153391_5,16.908464,65.67977
153391_6,70.63762,34.008602
153391_9,32.433655,62.66676
153391_10,24.82397,65.12007
153391_11,98.953384,42.53431
153391_12,86.611374,53.87149
153391_13,30.094631,3.4953334
153391_14,77.77218,18.340912
153391_15,43.705624,14.814914
153391_16,87.45015,57.291206
153391_17,84.33773,45.324127
153391_18,89.02263,65.86417
153391_19,20.723166,2.9568996
153391_20,82.89015,46.123474
153391_21,70.93779,32.929333
153391_22,83.7209,57.54615
153391_24,72.70254,59.305317
153391_26,54.30484,64.78206
153391_27,89.65143,8.9851265
153391_28,92.071976,22.238506
153391_29,69.849525,63.225586
153391_30,45.397327,24.148022
153391_31,45.688576,3.7319827
153391_32,48.256744,63.539112
153391_33,86.703156,60.39388
153391_34,47.81239,65.34832
153391_35,49.043922,62.48977
153391_36,80.83007,12.541155
153391_37,48.435375,61.84612
153391_38,87.476944,55.98131
153391_39,42.6789,60.286003
153391_40,80.17758,8.722425
153391_41,16.844624,62.05787
153391_42,46.10003,56.451904
153391_43,44.91373,9.129369
153391_44,82.90085,20.124193
153391_45,66.13652,3.0342355
153391_46,38.356133,65.40376
153391_47,76.60372,61.153442
153391_48,87.53602,28.941967
153391_49,55.575703,61.142403
153391_50,89.64691,55.956947
153391_51,88.39255,58.438404
153391_52,69.94938,50.650845
153391_53,32.135315,61.1515
153391_54,45.152905,15.883677
153391_55,91.37524,45.27378
153391_56,71.99362,54.714485
153391_57,53.61675,2.8564475
153391_58,39.854496,64.01885
153391_59,54.531536,1.5887593
153391_60,61.730537,7.201687
153391_61,67.5817,62.426342
153391_63,88.548164,22.68363
153391_64,72.13112,1.1245035
153391_65,89.51283,43.072838
153391_66,95.925186,60.483635
153391_68,67.882835,56.79481
153391_69,55.934956,61.783
153391_70,58.65558,1.6713889
153391_71,75.52297,62.002342
153391_72,58.166145,4.829377
153391_73,85.75249,12.355085
153391_76,61.59609,62.57091
153391_77,83.08561,11.007253
153391_78,90.8485,38.716118
153391_79,91.47453,15.364558
153391_80,70.85971,28.381311
153391_81,39.08909,65.68572
153391_82,73.378174,59.000866
153391_83,83.93611,6.951766
153391_85,85.824326,48.700443
153391_86,81.24295,5.3645263
153392_1,56.638527,5.204135
153392_2,70.96222,4.2116613
153392_3,56.067608,62.429405
153392_4,80.140625,0.5796396
153392_5,90.448135,2.934775
153392_6,94.65226,41.350166
153392_7,46.85261,57.428963
153392_8,86.55986,44.527794
153392_10,20.251148,3.5245788
153392_11,79.26821,35.43296
153392_13,5.0861845,56.037617
153392_14,77.66987,61.450035
153392_15,72.16544,11.981688
153392_17,59.95642,63.228863
153392_18,97.52274,59.226784
153392_20,23.541811,62.14884
153392_21,15.335515,4.9051995
153392_22,88.690636,30.250662
153392_23,92.26978,17.698107
153392_24,93.74284,7.8350563
153392_25,27.88115,65.61644
153392_26,87.8575,19.482124
153392_27,47.569233,24.380505
153392_29,42.066143,10.193081
153392_30,55.320892,2.6078327
153392_32,19.925768,64.24614
153392_33,14.217932,65.831375
153392_34,36.72615,10.587027
153392_35,53.890026,7.4542556
153392_36,80.68075,39.60993
153392_37,41.768314,18.230488
153392_38,81.69365,61.260498
153392_39,70.68958,3.351714
153392_40,86.60652,38.341824
153392_41,89.37047,61.261272
153392_44,52.07254,20.923351
153392_45,46.47344,58.029076
153392_46,58.011284,6.775895
153392_47,49.878967,7.7221603
153392_48,60.188416,2.9031854
153392_49,80.937355,40.700817
153392_50,78.47836,59.215057
153392_52,33.65077,5.7648497
153392_53,84.95543,59.541027
153392_54,92.19122,57.65345
153392_55,92.19116,10.148099
153392_56,49.950527,20.565619
153392_57,47.379837,36.091766
153392_59,22.11717,5.2251806
153392_60,20.037083,1.1473777
153392_62,71.24094,4.4230247
153392_63,28.303635,65.11712
153392_64,74.76693,20.215479
153392_65,86.711075,7.8839517
153392_66,55.84194,4.911662
153392_67,86.6082,33.05052
153392_68,58.790993,48.326904
153392_71,91.228355,18.901527
153392_72,86.14905,36.080757
153392_73,75.43907,63.203773
153392_74,81.23488,61.44929
153392_75,81.74416,64.920876
153392_76,78.43907,20.999578
153392_77,83.46608,27.421368
153392_78,85.21919,13.326991
153392_79,63.91051,64.38152
153392_80,33.30412,4.788085
153392_81,54.38847,63.627052
153392_82,84.128296,55.456917
153392_83,27.975988,61.818756
153392_84,64.77199,4.943661
153392_85,62.394463,5.1442065
153392_86,81.56405,63.841564
153392_87,90.34672,62.738426
153392_89,86.45058,47.394142
153392_90,83.75545,35.22119
153392_91,87.753914,42.389553
153392_92,56.196697,39.645668
153392_93,91.603226,13.013235
153392_95,88.40365,28.895157
153392_96,23.78171,61.873486
153392_97,14.879687,4.572588
153392_98,40.757523,5.4243193
153392_99,66.946686,50.288727
153392_100,86.82989,11.637251
153392_102,72.42975,5.6912284
153392_103,28.786493,36.361443
153392_104,67.05126,27.86267
153392_105,87.90261,32.211388
153392_106,57.641144,59.899456
153392_107,79.6293,40.026928
153392_108,91.01733,58.293518
